Zone,Transport,Station,Passenger,"Date, Time"
10,Train,Lillestrøm,728,2025-01-08 03:45 PM
16,Bus,Bislett,13641,2025-01-20 10:49 PM
1,Bus,Sinsen,1138,2025-01-27 09:02 AM
10,Metro,Storo,7538,2025-01-07 07:44 AM
19,Bus,Lambertseter,12805,2025-01-08 10:23 PM
9,Bus,Grorud,6740,2025-01-21 07:28 AM
5,Metro,Furuset,14655,2025-01-26 12:52 PM
17,Train,Sandvika,11357,2025-01-14 04:09 PM
3,Train,Sandvika,13725,2025-01-21 03:19 PM
2,Bus,Lambertseter,5535,2025-01-10 01:43 PM
13,Metro,Nationaltheatret,10305,2025-01-11 04:01 PM
17,Train,Sandvika,3971,2025-01-04 02:09 PM
12,Bus,Grorud,14614,2025-01-13 09:27 AM
8,Train,Skøyen,4901,2025-01-30 02:27 PM
10,Tram,Tøyen,5918,2025-01-11 04:06 PM
8,Metro,Furuset,5208,2025-01-29 02:08 PM
12,Tram,Majorstuen,12959,2025-01-18 09:12 PM
17,Tram,Tøyen,4584,2025-01-17 10:45 AM
1,Train,Oslo S,8699,2025-01-16 08:08 PM
11,Train,Oslo S,2908,2025-01-28 11:47 AM
11,Tram,Ullevål Stadion,9581,2025-01-21 12:03 PM
3,Train,Oslo S,12280,2025-01-02 07:10 AM
9,Tram,Tøyen,11340,2025-01-08 11:46 AM
10,Metro,Storo,7803,2025-01-22 06:41 AM
17,Metro,Jernbanetorget,12485,2025-01-02 12:03 PM
5,Bus,Sinsen,5108,2025-01-04 10:58 AM
8,Tram,Røa,10978,2025-01-26 09:34 PM
17,Tram,Stortinget,9511,2025-01-21 07:47 PM
5,Tram,Ullevål Stadion,7376,2025-01-23 09:43 PM
19,Train,Skøyen,2853,2025-01-06 04:33 PM
12,Metro,Jernbanetorget,1295,2025-01-24 03:10 PM
7,Bus,Sinsen,13458,2025-01-30 08:27 PM
12,Bus,Grorud,654,2025-01-06 06:11 PM
11,Train,Sandvika,2966,2025-01-18 07:41 PM
1,Bus,Grünerløkka,8452,2025-01-07 07:08 PM
14,Metro,Nationaltheatret,11967,2025-01-03 01:43 PM
13,Bus,Grünerløkka,10414,2025-01-28 10:27 PM
10,Bus,Lambertseter,12750,2025-01-12 07:28 AM
12,Bus,Bislett,6462,2025-01-12 10:24 AM
2,Metro,Nationaltheatret,4463,2025-01-13 09:18 AM
16,Train,Sandvika,11169,2025-01-18 09:21 PM
5,Tram,Majorstuen,6709,2025-01-12 03:15 PM
15,Bus,Sinsen,8782,2025-01-11 03:35 PM
20,Metro,Nationaltheatret,11593,2025-01-10 03:29 PM
5,Bus,Bislett,2952,2025-01-21 11:21 AM
20,Train,Sandvika,12119,2025-01-26 08:08 PM
7,Metro,Furuset,14182,2025-01-27 12:18 PM
8,Train,Lillestrøm,2029,2025-01-28 01:54 PM
19,Bus,Bislett,10466,2025-01-05 07:52 PM
6,Train,Oslo S,14705,2025-01-05 08:09 AM
14,Tram,Røa,12474,2025-01-07 06:06 PM
17,Metro,Storo,13584,2025-01-28 06:42 AM
12,Metro,Jernbanetorget,7747,2025-01-01 10:58 AM
11,Tram,Stortinget,1021,2025-01-28 04:33 PM
6,Tram,Tøyen,2480,2025-01-06 11:20 AM
7,Tram,Majorstuen,6202,2025-01-29 04:30 PM
19,Train,Skøyen,12391,2025-01-23 10:53 AM
5,Tram,Tøyen,8402,2025-01-21 01:30 PM
2,Train,Sandvika,12269,2025-01-30 02:45 PM
1,Bus,Helsfyr,12349,2025-01-25 10:01 PM
13,Bus,Lambertseter,8929,2025-01-05 02:08 PM
2,Train,Oslo S,688,2025-01-02 07:39 AM
13,Tram,Røa,9598,2025-01-13 06:10 AM
19,Tram,Tøyen,5289,2025-01-13 05:23 PM
7,Tram,Stortinget,3542,2025-01-24 08:10 PM
5,Bus,Grorud,14589,2025-01-15 02:03 PM
11,Metro,Furuset,10902,2025-01-05 08:39 PM
14,Bus,Sinsen,8973,2025-01-04 08:33 PM
9,Train,Lillestrøm,2473,2025-01-15 10:27 PM
8,Train,Sandvika,9801,2025-01-20 05:01 PM
11,Tram,Røa,4927,2025-01-10 07:03 PM
19,Metro,Nationaltheatret,6396,2025-01-09 06:15 PM
20,Bus,Grorud,10795,2025-01-07 01:02 PM
5,Metro,Jernbanetorget,11969,2025-01-06 03:36 PM
10,Bus,Bislett,960,2025-01-21 09:46 AM
12,Train,Sandvika,10994,2025-01-26 09:36 PM
12,Train,Skøyen,3468,2025-01-28 01:19 PM
5,Tram,Røa,11184,2025-01-27 12:25 PM
1,Metro,Jernbanetorget,9991,2025-01-11 07:45 PM
16,Metro,Nationaltheatret,2235,2025-01-09 09:56 AM
13,Tram,Majorstuen,9616,2025-01-17 06:08 PM
7,Metro,Furuset,7255,2025-01-22 02:39 PM
6,Tram,Tøyen,6280,2025-01-29 10:41 PM
10,Train,Oslo S,7742,2025-01-17 08:41 PM
15,Bus,Bislett,9251,2025-01-26 10:54 PM
14,Train,Lillestrøm,6432,2025-01-27 04:34 PM
3,Train,Oslo S,6571,2025-01-11 03:35 PM
13,Train,Oslo S,4334,2025-01-06 05:16 PM
18,Tram,Røa,8403,2025-01-16 09:32 AM
11,Metro,Furuset,14573,2025-01-31 07:17 PM
15,Bus,Bislett,1496,2025-01-09 07:05 PM
13,Train,Oslo S,8803,2025-01-23 11:14 AM
17,Metro,Furuset,12908,2025-01-08 03:12 PM
2,Metro,Furuset,2681,2025-01-25 12:00 PM
3,Metro,Nationaltheatret,2811,2025-01-02 12:32 PM
10,Train,Sandvika,1845,2025-01-24 10:52 PM
6,Metro,Furuset,14048,2025-01-09 09:32 AM
3,Tram,Majorstuen,12583,2025-01-14 06:08 PM
16,Train,Lillestrøm,2743,2025-01-14 07:26 PM
16,Tram,Majorstuen,8672,2025-01-24 03:24 PM
16,Metro,Jernbanetorget,9009,2025-01-23 01:05 PM
9,Bus,Bislett,7715,2025-01-16 07:44 PM
9,Metro,Furuset,9987,2025-01-03 12:14 PM
6,Tram,Røa,8793,2025-01-14 07:29 AM
6,Tram,Ullevål Stadion,11077,2025-01-29 06:07 PM
14,Tram,Tøyen,12588,2025-01-17 04:19 PM
5,Bus,Helsfyr,5907,2025-01-06 03:46 PM
15,Metro,Nationaltheatret,638,2025-01-13 08:51 AM
6,Metro,Jernbanetorget,10183,2025-01-05 07:58 AM
20,Metro,Jernbanetorget,1995,2025-01-29 09:30 AM
1,Train,Skøyen,9919,2025-01-23 10:29 AM
13,Train,Skøyen,1109,2025-01-31 03:16 PM
13,Metro,Storo,2838,2025-01-28 04:37 PM
20,Metro,Furuset,12427,2025-01-04 06:49 AM
5,Bus,Sinsen,11956,2025-01-06 06:36 AM
10,Train,Skøyen,8494,2025-01-17 09:35 AM
10,Train,Sandvika,10809,2025-01-16 09:37 AM
10,Train,Lillestrøm,14225,2025-01-08 10:43 PM
20,Train,Sandvika,7388,2025-01-26 06:37 AM
10,Train,Skøyen,12313,2025-01-08 10:44 AM
14,Tram,Røa,8620,2025-01-30 10:33 PM
9,Metro,Nationaltheatret,14420,2025-01-22 04:01 PM
20,Train,Sandvika,12486,2025-01-11 06:27 PM
17,Train,Skøyen,2066,2025-01-14 12:44 PM
10,Tram,Ullevål Stadion,5710,2025-01-15 05:25 PM
19,Tram,Majorstuen,3810,2025-01-21 07:13 PM
6,Train,Oslo S,12691,2025-01-19 11:00 AM
5,Tram,Stortinget,7117,2025-01-04 05:13 PM
10,Tram,Tøyen,13104,2025-01-10 07:51 PM
14,Bus,Grünerløkka,7052,2025-01-05 01:06 PM
15,Bus,Grorud,4703,2025-01-19 08:27 PM
8,Bus,Helsfyr,758,2025-01-30 07:22 AM
19,Bus,Lambertseter,1169,2025-01-14 11:51 AM
17,Tram,Stortinget,5331,2025-01-30 03:42 PM
12,Train,Skøyen,4461,2025-01-21 08:31 PM
5,Metro,Nationaltheatret,3898,2025-01-07 09:28 PM
5,Train,Oslo S,9708,2025-01-04 06:56 PM
8,Metro,Storo,9350,2025-01-01 03:26 PM
7,Bus,Grünerløkka,1714,2025-01-22 06:47 AM
6,Tram,Majorstuen,8989,2025-01-25 11:29 AM
3,Tram,Ullevål Stadion,5213,2025-01-13 07:58 AM
15,Tram,Røa,7197,2025-01-21 08:37 PM
10,Bus,Sinsen,10942,2025-01-14 09:50 AM
3,Train,Lillestrøm,13855,2025-01-05 09:34 AM
8,Train,Lillestrøm,8875,2025-01-10 10:16 AM
8,Tram,Majorstuen,4157,2025-01-02 05:42 PM
18,Bus,Sinsen,13333,2025-01-23 07:12 AM
20,Train,Sandvika,4168,2025-01-12 07:27 AM
3,Metro,Jernbanetorget,2195,2025-01-03 07:29 AM
17,Tram,Røa,7911,2025-01-04 07:01 AM
10,Metro,Storo,4136,2025-01-15 04:00 PM
4,Tram,Røa,7573,2025-01-09 10:24 PM
11,Bus,Lambertseter,6419,2025-01-27 01:27 PM
11,Tram,Stortinget,8875,2025-01-18 05:37 PM
13,Tram,Stortinget,5356,2025-01-12 09:35 PM
15,Train,Oslo S,857,2025-01-06 11:11 AM
19,Train,Oslo S,10935,2025-01-08 10:18 PM
5,Metro,Storo,12866,2025-01-12 03:14 PM
17,Metro,Jernbanetorget,4503,2025-01-04 09:35 PM
10,Metro,Jernbanetorget,1656,2025-01-08 07:32 AM
5,Train,Sandvika,12783,2025-01-14 01:00 PM
9,Metro,Storo,14267,2025-01-11 06:35 PM
7,Bus,Helsfyr,10980,2025-01-23 04:22 PM
11,Tram,Ullevål Stadion,7789,2025-01-25 02:45 PM
3,Train,Sandvika,13908,2025-01-20 01:17 PM
7,Bus,Grorud,2240,2025-01-29 12:34 PM
18,Train,Skøyen,8378,2025-01-01 09:40 AM
12,Metro,Storo,2338,2025-01-05 09:10 AM
1,Tram,Ullevål Stadion,5117,2025-01-25 07:11 PM
2,Train,Skøyen,1503,2025-01-03 06:35 AM
9,Metro,Nationaltheatret,13326,2025-01-17 07:14 AM
14,Tram,Stortinget,9123,2025-01-09 08:50 AM
11,Metro,Jernbanetorget,8943,2025-01-06 06:58 PM
17,Train,Skøyen,5995,2025-01-25 09:32 AM
19,Tram,Majorstuen,4822,2025-01-28 09:00 PM
9,Tram,Tøyen,14346,2025-01-19 01:28 PM
8,Metro,Storo,10222,2025-01-08 10:50 AM
1,Train,Lillestrøm,10259,2025-01-10 11:20 AM
13,Bus,Lambertseter,6850,2025-01-19 02:43 PM
4,Tram,Stortinget,7413,2025-01-27 10:42 AM
7,Metro,Jernbanetorget,10427,2025-01-19 11:24 AM
3,Tram,Ullevål Stadion,9550,2025-01-31 09:25 PM
2,Tram,Stortinget,6612,2025-01-14 03:04 PM
7,Metro,Jernbanetorget,11933,2025-01-07 10:56 AM
12,Bus,Grünerløkka,5912,2025-01-17 10:10 PM
7,Bus,Grorud,7265,2025-01-16 06:23 AM
10,Metro,Furuset,12435,2025-01-10 08:06 PM
4,Bus,Sinsen,549,2025-01-08 03:42 PM
18,Train,Oslo S,10009,2025-01-18 01:06 PM
6,Metro,Nationaltheatret,5572,2025-01-09 08:22 PM
13,Metro,Furuset,3357,2025-01-24 08:16 AM
12,Train,Oslo S,2176,2025-01-03 01:21 PM
3,Metro,Jernbanetorget,14924,2025-01-07 06:01 PM
3,Bus,Lambertseter,13878,2025-01-26 11:52 AM
6,Metro,Nationaltheatret,8978,2025-01-18 02:07 PM
15,Tram,Tøyen,11395,2025-01-31 01:12 PM
15,Metro,Storo,1944,2025-01-01 03:43 PM
17,Train,Lillestrøm,5588,2025-01-27 06:28 AM
16,Bus,Lambertseter,5254,2025-01-02 05:16 PM
20,Tram,Majorstuen,8616,2025-01-13 08:05 PM
3,Bus,Grorud,7586,2025-01-08 07:37 AM
6,Bus,Helsfyr,2742,2025-01-10 07:07 AM
9,Tram,Røa,11060,2025-01-20 12:56 PM
16,Train,Skøyen,12070,2025-01-18 08:33 AM
1,Tram,Tøyen,6856,2025-01-06 11:56 AM
7,Train,Skøyen,11381,2025-01-21 12:58 PM
1,Train,Skøyen,1752,2025-01-13 07:22 PM
14,Train,Oslo S,12886,2025-01-06 05:16 PM
16,Tram,Røa,12255,2025-01-31 11:28 AM
7,Bus,Sinsen,3175,2025-01-25 07:11 PM
3,Metro,Storo,10475,2025-01-17 04:34 PM
2,Bus,Bislett,3902,2025-01-25 06:51 PM
11,Tram,Tøyen,4946,2025-01-27 04:05 PM
4,Tram,Majorstuen,3046,2025-01-18 11:43 AM
15,Metro,Jernbanetorget,10429,2025-01-06 10:03 AM
18,Metro,Nationaltheatret,1335,2025-01-08 08:11 AM
7,Train,Oslo S,3246,2025-01-28 01:49 PM
4,Bus,Bislett,3325,2025-01-11 06:52 AM
1,Metro,Furuset,1733,2025-01-10 09:05 PM
9,Tram,Ullevål Stadion,8863,2025-01-06 09:19 PM
18,Tram,Ullevål Stadion,2756,2025-01-12 12:31 PM
6,Tram,Røa,689,2025-01-05 07:22 AM
17,Train,Skøyen,10417,2025-01-18 04:21 PM
3,Tram,Ullevål Stadion,14747,2025-01-16 10:40 PM
12,Tram,Ullevål Stadion,12051,2025-01-29 10:59 AM
18,Bus,Lambertseter,14330,2025-01-16 09:51 PM
9,Metro,Storo,8973,2025-01-30 08:14 AM
1,Bus,Lambertseter,6705,2025-01-05 07:49 AM
8,Bus,Bislett,14610,2025-01-07 01:08 PM
1,Metro,Storo,11509,2025-01-13 10:52 AM
10,Tram,Majorstuen,1977,2025-01-14 05:44 PM
8,Train,Lillestrøm,14029,2025-01-10 04:17 PM
3,Metro,Storo,4373,2025-01-13 06:50 AM
17,Train,Lillestrøm,10760,2025-01-21 06:19 AM
10,Train,Sandvika,11138,2025-01-25 08:43 AM
11,Bus,Bislett,13323,2025-01-21 10:30 PM
2,Train,Oslo S,2176,2025-01-28 07:01 AM
3,Tram,Tøyen,2269,2025-01-19 09:12 PM
3,Tram,Stortinget,9861,2025-01-01 09:01 PM
1,Bus,Grorud,4665,2025-01-25 07:28 AM
8,Train,Skøyen,4293,2025-01-31 06:06 AM
4,Tram,Tøyen,1469,2025-01-29 07:01 AM
17,Train,Sandvika,14297,2025-01-14 07:14 PM
9,Metro,Storo,7947,2025-01-02 03:15 PM
20,Bus,Sinsen,12949,2025-01-13 08:06 AM
12,Tram,Stortinget,9892,2025-01-07 03:33 PM
17,Train,Oslo S,5858,2025-01-08 04:17 PM
11,Bus,Lambertseter,8627,2025-01-04 06:01 AM
6,Bus,Sinsen,5042,2025-01-07 12:15 PM
13,Metro,Jernbanetorget,3905,2025-01-06 10:06 AM
19,Bus,Grünerløkka,2048,2025-01-20 01:47 PM
4,Bus,Grorud,6299,2025-01-26 07:26 PM
6,Bus,Helsfyr,10456,2025-01-17 05:49 PM
17,Bus,Sinsen,12793,2025-01-15 11:43 AM
3,Bus,Lambertseter,5971,2025-01-29 07:37 AM
11,Metro,Storo,8658,2025-01-16 08:03 PM
8,Tram,Tøyen,11337,2025-01-11 06:17 AM
20,Train,Sandvika,11145,2025-01-13 08:52 AM
1,Tram,Røa,6818,2025-01-27 02:07 PM
13,Metro,Storo,3437,2025-01-23 08:18 AM
10,Metro,Furuset,2204,2025-01-13 07:18 PM
8,Tram,Røa,5148,2025-01-17 08:19 PM
1,Bus,Grünerløkka,1485,2025-01-24 07:16 PM
9,Metro,Jernbanetorget,2831,2025-01-29 01:45 PM
10,Bus,Helsfyr,14118,2025-01-31 08:30 AM
1,Bus,Lambertseter,12288,2025-01-02 11:08 AM
1,Tram,Ullevål Stadion,9139,2025-01-09 07:12 AM
17,Train,Oslo S,11991,2025-01-05 02:07 PM
12,Train,Skøyen,3444,2025-01-15 11:40 AM
5,Tram,Stortinget,6319,2025-01-09 04:06 PM
19,Bus,Bislett,8878,2025-01-02 08:29 PM
13,Bus,Lambertseter,4121,2025-01-19 12:02 PM
15,Bus,Bislett,6741,2025-01-20 05:44 PM
17,Tram,Tøyen,4370,2025-01-22 09:42 PM
18,Train,Oslo S,7901,2025-01-31 09:24 AM
5,Tram,Majorstuen,9669,2025-01-07 12:56 PM
8,Tram,Majorstuen,11147,2025-01-03 08:19 PM
19,Bus,Bislett,3461,2025-01-01 07:20 AM
15,Bus,Helsfyr,10464,2025-01-15 09:54 PM
3,Train,Skøyen,2305,2025-01-21 09:33 PM
11,Metro,Storo,11780,2025-01-04 05:41 PM
18,Tram,Majorstuen,5734,2025-01-12 11:39 AM
12,Metro,Storo,1220,2025-01-24 06:05 PM
6,Train,Skøyen,7582,2025-01-18 07:50 PM
8,Train,Lillestrøm,2185,2025-01-05 06:22 PM
18,Tram,Stortinget,14703,2025-01-26 11:29 AM
17,Bus,Bislett,3791,2025-01-13 01:23 PM
8,Train,Skøyen,11199,2025-01-28 06:53 AM
10,Tram,Tøyen,6000,2025-01-31 03:34 PM
4,Bus,Lambertseter,2028,2025-01-01 09:44 PM
11,Metro,Jernbanetorget,10957,2025-01-18 05:34 PM
13,Train,Oslo S,8916,2025-01-31 01:05 PM
20,Bus,Bislett,13272,2025-01-19 06:10 AM
13,Tram,Ullevål Stadion,11297,2025-01-07 07:36 AM
13,Metro,Furuset,5005,2025-01-18 05:44 PM
5,Bus,Grorud,10226,2025-01-11 09:14 PM
14,Tram,Majorstuen,3073,2025-01-31 01:54 PM
20,Tram,Stortinget,6465,2025-01-09 10:16 PM
6,Tram,Majorstuen,6225,2025-01-26 02:00 PM
5,Bus,Grorud,5942,2025-01-08 07:28 AM
13,Metro,Storo,9481,2025-01-31 06:53 PM
15,Train,Lillestrøm,9561,2025-01-28 08:34 AM
11,Bus,Grorud,6384,2025-01-25 03:37 PM
14,Metro,Storo,12623,2025-01-26 07:45 AM
6,Metro,Storo,2737,2025-01-27 08:27 AM
3,Metro,Nationaltheatret,13639,2025-01-16 08:51 PM
17,Bus,Lambertseter,9600,2025-01-22 09:30 PM
11,Tram,Ullevål Stadion,11877,2025-01-25 10:08 PM
17,Train,Oslo S,8277,2025-01-14 04:19 PM
7,Metro,Furuset,12513,2025-01-08 03:15 PM
4,Metro,Nationaltheatret,6635,2025-01-03 07:06 PM
3,Train,Lillestrøm,14499,2025-01-06 08:52 AM
1,Tram,Tøyen,7793,2025-01-01 08:42 AM
20,Metro,Jernbanetorget,1871,2025-01-17 07:57 AM
11,Metro,Furuset,6471,2025-01-19 10:09 AM
4,Metro,Furuset,4671,2025-01-18 05:34 PM
5,Tram,Røa,10364,2025-01-10 06:16 PM
2,Train,Skøyen,6127,2025-01-20 12:16 PM
16,Train,Sandvika,9769,2025-01-04 10:35 AM
20,Tram,Ullevål Stadion,3560,2025-01-20 01:03 PM
9,Bus,Helsfyr,1179,2025-01-29 01:52 PM
4,Train,Sandvika,3707,2025-01-24 12:56 PM
7,Bus,Lambertseter,6262,2025-01-16 01:10 PM
7,Tram,Stortinget,5984,2025-01-06 06:21 PM
16,Bus,Grünerløkka,14965,2025-01-28 10:21 PM
15,Metro,Nationaltheatret,614,2025-01-20 08:44 AM
16,Tram,Ullevål Stadion,2670,2025-01-14 04:32 PM
14,Tram,Stortinget,13962,2025-01-11 08:00 PM
11,Bus,Lambertseter,3961,2025-01-16 02:00 PM
9,Train,Skøyen,2095,2025-01-09 10:35 PM
3,Train,Oslo S,1807,2025-01-24 10:10 AM
3,Metro,Nationaltheatret,14542,2025-01-31 01:31 PM
11,Metro,Jernbanetorget,8158,2025-01-03 04:30 PM
19,Train,Skøyen,13658,2025-01-14 08:11 PM
16,Metro,Furuset,3466,2025-01-28 10:10 AM
1,Bus,Lambertseter,4422,2025-01-02 08:44 PM
18,Tram,Stortinget,8094,2025-01-25 09:19 AM
9,Train,Oslo S,8222,2025-01-26 06:05 PM
13,Bus,Bislett,14690,2025-01-06 12:31 PM
10,Tram,Stortinget,10844,2025-01-18 10:32 PM
19,Bus,Bislett,10181,2025-01-30 03:29 PM
2,Train,Lillestrøm,4308,2025-01-04 04:03 PM
8,Train,Skøyen,13416,2025-01-22 09:19 PM
6,Metro,Storo,11459,2025-01-23 09:53 PM
17,Tram,Ullevål Stadion,10161,2025-01-14 03:22 PM
14,Tram,Stortinget,11638,2025-01-21 06:54 AM
13,Train,Lillestrøm,14572,2025-01-06 10:15 AM
15,Tram,Ullevål Stadion,3465,2025-01-16 07:40 AM
3,Metro,Nationaltheatret,1653,2025-01-06 05:45 PM
7,Tram,Stortinget,10685,2025-01-28 07:50 PM
12,Train,Lillestrøm,2502,2025-01-15 03:24 PM
5,Bus,Helsfyr,10803,2025-01-08 10:52 PM
6,Train,Lillestrøm,2811,2025-01-07 03:01 PM
2,Metro,Jernbanetorget,11550,2025-01-05 02:52 PM
6,Bus,Grorud,7544,2025-01-05 10:10 PM
3,Tram,Ullevål Stadion,12365,2025-01-17 07:58 AM
6,Metro,Nationaltheatret,6428,2025-01-18 07:26 PM
10,Train,Lillestrøm,13208,2025-01-08 10:47 AM
7,Tram,Majorstuen,8755,2025-01-12 02:44 PM
4,Train,Skøyen,6865,2025-01-12 07:02 PM
9,Bus,Lambertseter,12765,2025-01-08 03:00 PM
4,Metro,Nationaltheatret,12427,2025-01-25 11:05 AM
6,Tram,Majorstuen,12558,2025-01-15 04:19 PM
14,Bus,Lambertseter,13431,2025-01-05 09:08 PM
10,Bus,Helsfyr,12252,2025-01-09 02:29 PM
13,Train,Oslo S,8135,2025-01-10 06:12 PM
15,Tram,Røa,14478,2025-01-28 08:45 AM
20,Bus,Grünerløkka,7193,2025-01-04 09:49 AM
2,Train,Skøyen,5099,2025-01-03 09:45 PM
3,Bus,Grorud,13906,2025-01-22 06:23 PM
3,Bus,Grünerløkka,10779,2025-01-24 04:22 PM
4,Metro,Jernbanetorget,2702,2025-01-06 12:29 PM
6,Bus,Bislett,13684,2025-01-11 03:52 PM
15,Bus,Sinsen,3500,2025-01-09 10:07 AM
18,Bus,Bislett,7459,2025-01-28 10:09 AM
16,Tram,Stortinget,10167,2025-01-06 05:12 PM
3,Metro,Furuset,14793,2025-01-27 07:52 AM
18,Metro,Nationaltheatret,579,2025-01-28 01:53 PM
9,Tram,Stortinget,1240,2025-01-01 11:56 AM
5,Metro,Nationaltheatret,13897,2025-01-24 11:54 AM
8,Train,Oslo S,9850,2025-01-18 08:11 AM
14,Train,Skøyen,10301,2025-01-06 09:56 PM
13,Metro,Jernbanetorget,9076,2025-01-08 07:37 PM
6,Tram,Ullevål Stadion,7061,2025-01-29 01:55 PM
5,Tram,Røa,14597,2025-01-07 04:54 PM
15,Metro,Jernbanetorget,9175,2025-01-20 12:41 PM
13,Bus,Helsfyr,2024,2025-01-10 10:57 AM
16,Bus,Sinsen,4377,2025-01-23 02:21 PM
18,Tram,Ullevål Stadion,9655,2025-01-03 04:03 PM
20,Tram,Tøyen,5076,2025-01-01 05:11 PM
7,Train,Oslo S,4342,2025-01-26 09:47 PM
10,Train,Lillestrøm,1833,2025-01-16 07:48 PM
20,Tram,Stortinget,2158,2025-01-14 09:26 PM
20,Bus,Grünerløkka,2403,2025-01-14 12:15 PM
8,Metro,Nationaltheatret,13209,2025-01-14 12:40 PM
19,Tram,Røa,1266,2025-01-04 08:22 PM
6,Metro,Jernbanetorget,13179,2025-01-21 06:19 PM
14,Metro,Furuset,6536,2025-01-23 12:32 PM
1,Bus,Sinsen,7043,2025-01-19 12:45 PM
10,Tram,Tøyen,10865,2025-01-06 05:31 PM
6,Bus,Lambertseter,3166,2025-01-05 02:18 PM
3,Tram,Ullevål Stadion,10545,2025-01-15 10:14 AM
19,Metro,Nationaltheatret,10983,2025-01-03 08:29 AM
20,Train,Oslo S,5794,2025-01-29 07:17 PM
19,Metro,Storo,11553,2025-01-23 05:35 PM
5,Train,Sandvika,3134,2025-01-01 10:08 PM
4,Bus,Helsfyr,8226,2025-01-20 09:40 AM
12,Tram,Ullevål Stadion,14756,2025-01-11 06:46 AM
20,Bus,Sinsen,4189,2025-01-14 09:42 AM
7,Train,Skøyen,2600,2025-01-21 07:51 AM
16,Tram,Ullevål Stadion,12596,2025-01-06 05:03 PM
6,Metro,Storo,13495,2025-01-06 05:36 PM
2,Metro,Furuset,10853,2025-01-14 05:59 PM
7,Bus,Bislett,13160,2025-01-26 12:57 PM
9,Bus,Bislett,1038,2025-01-31 07:13 AM
6,Tram,Tøyen,6949,2025-01-27 10:51 AM
3,Bus,Grorud,1155,2025-01-23 07:17 AM
7,Metro,Nationaltheatret,11898,2025-01-02 06:21 AM
3,Metro,Nationaltheatret,7185,2025-01-10 09:20 PM
3,Bus,Sinsen,13235,2025-01-11 01:00 PM
11,Train,Oslo S,11030,2025-01-01 12:46 PM
4,Bus,Grünerløkka,11706,2025-01-24 10:11 PM
2,Bus,Sinsen,3580,2025-01-07 10:36 PM
12,Train,Lillestrøm,6697,2025-01-02 07:17 AM
20,Bus,Bislett,7666,2025-01-30 11:52 AM
11,Tram,Stortinget,5507,2025-01-07 01:13 PM
8,Bus,Sinsen,11442,2025-01-11 10:49 PM
8,Metro,Nationaltheatret,4006,2025-01-21 07:11 AM
3,Tram,Stortinget,13559,2025-01-04 07:28 AM
19,Train,Sandvika,9018,2025-01-14 05:25 PM
11,Metro,Jernbanetorget,12514,2025-01-20 12:16 PM
5,Metro,Furuset,7665,2025-01-25 08:18 AM
15,Metro,Storo,12664,2025-01-05 07:48 PM
17,Tram,Røa,6306,2025-01-22 07:24 AM
12,Tram,Tøyen,2829,2025-01-29 08:00 AM
6,Train,Skøyen,10329,2025-01-28 03:47 PM
15,Tram,Tøyen,14259,2025-01-12 06:05 PM
15,Metro,Jernbanetorget,9880,2025-01-04 07:33 AM
7,Metro,Furuset,2895,2025-01-06 11:45 AM
2,Metro,Storo,1604,2025-01-09 02:40 PM
14,Tram,Majorstuen,981,2025-01-31 08:21 AM
3,Tram,Stortinget,11162,2025-01-29 09:53 PM
3,Metro,Storo,1940,2025-01-14 05:29 PM
5,Tram,Ullevål Stadion,3197,2025-01-28 01:55 PM
5,Train,Lillestrøm,6743,2025-01-28 02:11 PM
14,Tram,Ullevål Stadion,4440,2025-01-07 09:46 AM
13,Train,Lillestrøm,13599,2025-01-28 08:53 AM
8,Bus,Grorud,10351,2025-01-22 11:21 AM
4,Tram,Røa,6561,2025-01-10 06:27 PM
14,Bus,Bislett,9881,2025-01-14 09:53 PM
6,Metro,Nationaltheatret,10907,2025-01-07 07:06 PM
14,Train,Skøyen,10084,2025-01-13 06:24 AM
20,Bus,Grünerløkka,1071,2025-01-29 10:20 AM
14,Bus,Grünerløkka,12784,2025-01-31 09:32 PM
18,Bus,Grünerløkka,8027,2025-01-12 02:03 PM
12,Bus,Lambertseter,5457,2025-01-09 12:27 PM
7,Bus,Grorud,1906,2025-01-10 07:47 PM
17,Bus,Lambertseter,2937,2025-01-14 02:26 PM
7,Train,Sandvika,12181,2025-01-02 06:28 AM
13,Metro,Storo,12887,2025-01-24 07:54 PM
12,Bus,Bislett,4400,2025-01-30 08:55 PM
17,Train,Skøyen,12880,2025-01-18 02:16 PM
2,Metro,Nationaltheatret,14963,2025-01-11 02:48 PM
4,Bus,Grünerløkka,14563,2025-01-29 09:16 AM
15,Tram,Ullevål Stadion,3937,2025-01-10 07:00 AM
13,Train,Lillestrøm,6303,2025-01-13 06:18 AM
6,Tram,Ullevål Stadion,7398,2025-01-10 10:51 AM
12,Metro,Furuset,2243,2025-01-14 01:42 PM
9,Train,Lillestrøm,3270,2025-01-15 10:05 AM
10,Metro,Furuset,3586,2025-01-24 04:57 PM
7,Tram,Ullevål Stadion,13506,2025-01-21 06:23 AM
20,Train,Skøyen,6168,2025-01-24 08:04 AM
4,Train,Sandvika,6258,2025-01-11 06:08 PM
13,Tram,Stortinget,13742,2025-01-11 09:46 AM
15,Metro,Storo,2342,2025-01-16 05:14 PM
2,Metro,Furuset,11132,2025-01-12 06:55 PM
13,Tram,Majorstuen,3778,2025-01-29 05:42 PM
